Source,Target,Weight
Legia Warszawa,Dolcan Zabki,9
Legia Warszawa,LKS Lodz,9
Legia Warszawa,Piast Gliwice,14
Legia Warszawa,Ruch Chorzow,9
Legia Warszawa,Z. Sosnowiec,9
Legnago Gio.,Legnago,10
Leicester,Blackpool,11
Leicester,Burton Albion,10
Leicester,Derby,11
Leicester,Hull City,11
Leicester,Ipswich,11
Leicester,Leeds,13
Leicester,Preston,10
Leiria,Coimbra,12
Leiria,FC Porto,12
Leiria Sub-15,Leiria Sub-17,12
Leixões,Pedras Rubras,9
Lemona,Barakaldo CF ,9
Lens,Marseille,10
Lens,Stade Brestois,9
Lens,Stade Rennais,14
Levante,Málaga CF,12
Levante,Real Valladolid,13
Levante B,Levante,13
Leyton Orient,Millwall,9
Leyton Orient,Tottenham,11
León,Atlante,14
León,Atlas,10
León,Chivas,12
León,Dorados Sinaloa,14
León,Min. Zacatecas,11
León,Monterrey,11
León,Pachuca,21
León,Puebla FC,12
León,Toluca,11
Liaoning FC,Liaoning Res.,13
Liaoning Res.,Liaoning FC,12
Liefering Yth.,Salzburg Youth,11
Lierse SK,KV Turnhout,15
Lillestrøm,Molde FK,11
Lillestrøm Yth.,Lillestrøm,13
Lincoln City,Forest,10
Lincoln City,Peterborough,12
Lipt. Mikulas,Zavazna Poruba,15
Lisen,Zbrojovka Brno,10
Liverpool,Bolton,9
Liverpool,Leicester,9
Liverpool,West Ham,10
Liverpool Res.,Liverpool,12
Livingston FC,Arbroath,10
Livingston FC,Heart of Midl.,14
Livingston FC,Morton,18
Livingston FC,Partick Thistle,16
Livingston FC,Raith Rovers,15
Livingston FC,Ross County,10
Lodigiani Youth,AS Lodigiani,20
Logroñés Prom.,Náxara CD,9
Lok. Kosice,Kosice,9
Loko Moskau,Kuban Krasnodar,9
Loko Moskau,Rostov,9
Loko-Kazanka M.,Loko Moscow,14
Londrina-PR,Chapecoense,11
Londrina-PR,Coritiba FC,17
Londrina-PR,EC Vitória,9
Londrina-PR,Iraty,10
Londrina-PR,Linense,9
Londrina-PR,Maringá,9
Lorient B,Concarneau,9
Lorient B,FC Lorient,51
Los Andes,Almagro,9
Lou City YA,Louisville City,21
Louisville City,Lou City YA,15
Lourinhanense,Sporting CP,12
Lucchese,Carrarese,9
Lucchese,Cesena,9
Lucchese,FC Empoli,11
Lucchese,Genoa,10
Lugo Polvorín,CD Lugo,14
Lumezzane,Brescia,9
Lumezzane,Chievo Verona,21
Luton,Charlton,15
Luton,Dag & Red FC,11
Luverdense-MT,Mixto-MT,10
Lyngby BK,Bröndby IF,9
Lyngby BK,Nordsjaelland,16
M. Tel Aviv,Bnei Yehuda,9
M.Impact Academy,Montreal,11
MAS Taborsko,C. Budejovice,10
MAS Taborsko,Pisek,10
MFK Vyskov,Blansko,11
MK Dons,Charlton,9
MK Dons,Norwich,10
MSK Zilina,FC ViOn,13
MSK Zilina B,MSK Zilina,12
MSV Duisburg,F. Düsseldorf,9
MTK Budapest,BFC Siófok,14
MTK Budapest,ETO FC Győr ,10
MTK Budapest,Ferencváros,9
MTK Budapest,Haladás,9
MTK Budapest,Mezőkövesd,10
MTK Budapest,Nyíregyháza,11
MTK Budapest,Paksi FC,17
MTK Budapest,Pécsi MFC,11
MTK Budapest,Szeged,9
MTK Budapest,Vasas FC,9
MTK Budapest,Vasas SC,10
MTK Budapest,Videoton FC,9
MTK Budapest,Zalaegerszeg,11
MTK Budapest,Újpest FC,9
MTK Hungária,BKV Előre,9
MVV 19,MVV Maastricht,17
MVV Maastricht,Roda JC,11
MVV Youth,MVV 19,11
Madureira,Vasco da Gama,10
Maia Sub-15,Maia Sub-17,12
Malmö FF,BK Olympic,10
Malmö FF,Landskrona,12
Malmö FF,Mjällby AIF,9
Malmö FF,Trelleborg,15
Man City,Burnley,11
Man City,Cardiff,10
Man City,Girona,17
Man City,Leicester,9
Man City,Portsmouth,10
Man City,Sunderland,11
Manisa FK,Pendikspor ,11
Manisaspor,Konyaspor,10
Mansfield Town,Alfreton,11
Mansfield Town,Forest Green,9
Mansfield Town,Grimsby Town,9
Mansfield Town,York City,11
Mantova,Hellas Verona,14
Marignane GFC,Marignane GCB,10
Maringá,Coritiba FC,11
Marseille,AC Ajaccio,10
Marseille,FC Lorient,14
Marseille,OGC Nice,9
Marseille B,Marseille,40
Marítimo,FC Porto,13
Marítimo,Marítimo B,11
Marítimo,SC Braga,9
Marítimo B,Marítimo,36
Marítimo Y,Marítimo S15,20
Mazorqueros,Atlético La Paz,10
Merinosspor,Bursaspor,28
Mersin IY,Adana Demirspor,9
Mersin IY,Tarsus IY,9
Metalist,SC Dnipro-1,12
Metalist Kharkiv,Arsenal Kharkiv,9
Metalist Kharkiv,Shakhtar D.,9
Metalist Kharkiv,Vorskla Poltava,11
Metalurg D.,Kryvbas,11
Metalurg D.,Shakhtar D.,9
Metalurg-2,Metalurg Z.,21
Mexiquense,Toluca,23
Meyrin FC,Etoile Carouge,11
Meyrin FC,Servette FC,10
Mezőkövesd,Diósgyőr,9
Mezőkövesd,ETO FC Győr ,10
Mezőkövesd,Felsötárkány,10
Mezőkövesd,Haladás,9
Mezőkövesd,Kazincbarcika,11
Mezőkövesd,Nyíregyháza,10
Mezőkövesd,Paksi FC,11
Mezőkövesd,Szolnok,9
Miami,Fort Lauderdale,9
Miami FC,Miami FC 2,9
Michalovce,Tatran Presov,9
Middlesbrough,Aston Villa,9
Middlesbrough,Birmingham,9
Middlesbrough,Blackpool,10
Middlesbrough,Bradford,9
Middlesbrough,Chelsea,9
Middlesbrough,Darlington,9
Middlesbrough,Fulham,11
Middlesbrough,Hartlepool,11
Middlesbrough,Leeds,9
Middlesbrough,Millwall,13
Middlesbrough,Rotherham,14
Middlesbrough,Sheff Wed,11
Middlesbrough,Stoke City,9
Milan,Calcio Monza,10
Milan,Prato,9
Millwall,Brentford,13
Millwall,Derby,9
Millwall,Forest,10
Millwall,Gillingham,9
Millwall,Leyton Orient,14
Millwall,Tottenham,9
Millwall,Wolves,11
Min. Zacatecas,Correcaminos,9
Min. Zacatecas,Pachuca,13
Mineros FC,Min. Zacatecas,10
Mirassol-SP,América-MG,10
Mirassol-SP,Atlético-GO,9
Mirassol-SP,Avaí FC,9
Mirassol-SP,Botafogo-SP,9
Mirassol-SP,CSA,9
Mirassol-SP,Ceará SC,9
Mirassol-SP,Coritiba FC,13
Mirassol-SP,Criciúma EC,10
Mirassol-SP,Guarani,13
Mirassol-SP,Juventude,11
Mirassol-SP,Operário-PR,12
Mirassol-SP,Ponte Preta,12
Mirassol-SP,Remo,10
Mirassol-SP,São Caetano,9
Mito HollyHock,Sanf. Hiroshima,9
Mjällby AIF,Malmö FF,12
Mjøndalen,Strømsgodset,10
Ml. Boleslav B,Mlada Boleslav,11
Ml. Boleslav B,Varnsdorf,9
Mlada Boleslav,Bohemians 1905,10
Mlada Boleslav,C. Budejovice,13
Mlada Boleslav,Hradec Kralove,14
Mlada Boleslav,Jihlava,9
Mlada Boleslav,Karvina,9
Mlada Boleslav,Pardubice,12
Mlada Boleslav,Slavia Prague,23
Mlada Boleslav,Sparta Prague,19
Mlada Boleslav,Teplice,11
Mlada Boleslav,Varnsdorf,10
Mlada Boleslav,Viktoria Plzen,16
Modena,Atalanta BC,10
Modena,Chievo Verona,20
Modena,Juventus,9
Modena,Sampdoria,13
Molde FK,Kristiansund,14
Monaco,AS Nancy,9
Monaco,Cercle Brugge,24
Monaco,FC Lorient,9
Monaco,Marseille,10
Monaco,OGC Nice,11
Monaco B,Cercle Brugge,12
Monaco B,Monaco,68
Monarcas Morelia,Atlas,19
Monarcas Morelia,CD Cruz Azul,13
Monarcas Morelia,Correcaminos,9
Monarcas Morelia,Jaguares,10
Monarcas Morelia,León,13
Monarcas Morelia,Mérida FC,18
Monarcas Morelia,Pachuca,15
Monarcas Morelia,Puebla FC,9
Monarcas Morelia,Querétaro FC,10
Monarcas Morelia,Santos Laguna,9
Monarcas Morelia,Tiburones Rojos,11
Monopoli ,Potenza,9
Monte. Yamagata,Kashiwa Reysol,10
Montebelluna G.,Montebelluna,9
Monterrey,América,12
Monterrey,Atlante,12
Monterrey,Chivas,18
Monterrey,León,12
Monterrey,Necaxa,15
Monterrey,Pachuca,15
Monterrey,Querétaro FC,10
Monterrey,San Luis,13
Monterrey,Tiburones Rojos,9
Montevarchi,Arezzo,10
Montpellier,Stade Rennais,9
Montpellier B,Montpellier,62
Montreal,FC Montréal,9
Montrose,Dundee FC,9
Monza,Giana Erminio,9
Monza,Inter,9
Monza,Lecco,11
Monza Giovanili,Calcio Monza,15
Morecambe FC,Barrow,9
Morecambe FC,Fleetwood,9
Moreirense S15,Moreirense S17,10
Morelia,Mazatlán FC,15
Morton,Livingston FC,15
Mosonmagyaróvár,Gyirmót FC,11
Motherwell B,Motherwell FC,16
Motherwell FC,Celtic,10
Motherwell FC,Heart of Midl.,10
Motherwell FC,St. Mirren,10
Motor Lublin,Gornik Leczna,9
Mouscron,LOSC Lille,14
Mouscron,LOSC Lille B,11
Murcia Imperial,Real Murcia,25
Málaga B,Málaga CF,17
Málaga CF,CD Leganés,9
Mérida FC,Monarcas Morelia,17
NAC Breda,Ajax,9
NAC Breda,Feyenoord,12
NAC Breda,Helmond Sport,9
NCFC Academy,North Carolina,37
ND Gorica,Parma,26
NEC Nijmegen,TOP Oss,10
NEC Nijmegen,Twente FC,10
NK Imotski,RNK Split,16
NK Istra,Alavés B,10
NK Istra,Dinamo Zagreb,14
NK Istra,HNK Rijeka,13
NK Jarun,NK Lokomotiva,16
NK Kustosija,NK Lokomotiva,10
NK Kustosija,NK Rudes,11
NK Lokomotiva,Dinamo Zagreb,87
NK Lokomotiva,HNK Gorica,12
NK Lokomotiva,Hrv Dragovoljac,17
NK Lokomotiva,Inter Zapresic,25
NK Lokomotiva,NK Jarun,15
NK Lokomotiva,NK Kustosija,9
NK Lokomotiva,NK Lucko,18
NK Lokomotiva,NK Rudes,23
NK Lokomotiva,NK Sesvete,9
NK Lucko,NK Lokomotiva,19
NK Nafta 1903,Zalaegerszeg,23
NK Orijent 1919,HNK Rijeka,10
NK Osijek,HNK Rijeka,11
NK Osijek,Zalaegerszeg,9
NK Pomorac,HNK Rijeka,11
NK Rudes,Hrv Dragovoljac,15
NK Rudes,NK Kustosija,12
NK Rudes,NK Lokomotiva,21
NK Sesvete,NK Lokomotiva,13
NK Zadar ,Hajduk Split,14
NK Zadar ,NK Primorac (B),9
NK Zagreb,Hajduk Split,9
NYCFC Academy,New York City,9
NYRB Academy,New York,10
Nacional,Defensor SC,9
Nacional,Olimpia,9
Nacional,River Plate,11
Nacional B,Nacional,14
Nagoya Grampus,Tokushima Vort.,19
Nantwich Town,Crewe Alexandra,12
Napoli,AC Parma,9
Napoli,Bari,16
Napoli,Bologna,9
Napoli,Cagliari,11
Napoli,Carpi,10
Napoli,Chievo Verona,10
Napoli,Cosenza,10
Napoli,Crotone,12
Napoli,FC Empoli,15
Napoli,Fiorentina,9
Napoli,Inter,10
Napoli,Juventus,10
Napoli,Parma,22
Napoli,Perugia,9
Napoli,Pescara,10
Napoli,Reggina,9
Napoli,Salernitana,9
Napoli,Sampdoria,14
Napoli,Torino,12
Naval 1º de Maio,SC Covilhã,11
Necaxa,América,28
Necaxa,Atlas,12
Necaxa,CD Cruz Azul,13
Necaxa,Chivas,14
Necaxa,Monterrey,16
Necaxa,Puebla FC,11
Necaxa,San Luis,26
Necaxa,Tiburones Rojos,11
Neftekhimik,Rubin Kazan,16
Neuchâtel Xamax,BSC Young Boys,13
Neuchâtel Xamax,FC Sion,11
Neuchâtel Xamax,Servette FC,9
Neuchâtel Xamax,Yverdon Sport,11
Newcastle,Forest,11
Newcastle,QPR,11
Newcastle,Western Sydney,10
Newell's,Atl. Tucumán,10
Newell's,Estudiantes LP,9
Newell's,Godoy Cruz,14
Newell's,Lanús,9
Newell's,Racing Club,12
Newell's,River Plate,16
Newport County,Cardiff,9
Newport County,Swansea,9
Nieciecza,GKS Katowice,10
Nielba,Warta Poznan,9
Nigde Anadolu,Altinordu,45
Niort B,Chamois Niort,56
Nordsjaelland,Akademisk BK,9
Nordsjaelland,FC Copenhagen,9
Nordsjaelland,FC Helsingør,9
Nordsjaelland,HB Köge,11
Norrköping,Sylvia,39
North Carolina,NCFC Academy,32
North Texas SC,Dallas,38
North Texas SC,Dallas Academy,29
Northampton,Brackley,10
Northampton,Kettering,14
Norwich,Bournemouth,12
Norwich,MK Dons,12
Norwich,Preston,10
Notts County,Derby,10
Notts County,Forest,13
Notts County,Lincoln City,10
Notts County,Mansfield Town,10
Novara,Genoa,9
Novorizontino,Cuiabá-MT,10
Nyíregyháza,Bőcs KSC,9
Nyíregyháza,Cigánd,13
Nyíregyháza,Debrecen,16
Nyíregyháza,ETO FC Győr ,11
Nyíregyháza,Mezőkövesd,12
Nyíregyháza,Nyirbátor,11
Nyíregyháza,Puskás AFC,9
Nyíregyháza,Pécsi MFC,11
Nyíregyháza,Szolnok,9
Náutico,Atlético-PR,12
Náutico,Ceará SC,10
Náutico,Cruzeiro,10
Náutico,EC Vitória,9
Náutico,Flamengo,9
Náutico,Fluminense,11
Náutico,Internacional,14
Náutico,Palmeiras,12
Náutico,Paysandu,10
Náutico,Ponte Preta,9
Náutico,Santa Cruz-PE,15
Náutico,Tombense,13
Náutico B,Náutico,21
Nîmes B,Nîmes Olympique,50
Nürnberg Yth.,B. München Yth.,10
OCSC Academy,Orange County,12
OFI Crete FC,Ergotelis,11
OFI Crete FC,Olympiacos,12
OFI Crete FC,Panathinaikos,13
OGC Nice,Lausanne-Sport,12
OGC Nice B,OGC Nice,58
OH Leuven,Royal Antwerp,12
Oakland Roots,Project 51O,34
Obolon Kyiv,Kryvbas,10
Odd Youth,Odd Grenland,11
Odense BK,FC Copenhagen,9
Odense BK,Lyngby BK,11
Odense BK,Randers FC,9
Odense BK,SönderjyskE,11
Odeva Lipany,Tatran Presov,9
Odra Wodzislaw,Grodzisk,9
Odra Wodzislaw,Ruch Chorzow,9
Oeiras S15,Oeiras S17,9
Oeste,ABC FC,9
Oeste,Corinthians,11
Oeste,GO Audax,16
Oeste,Palmeiras,21
Oeste,São Caetano,11
Oita Trinita,Albirex Niigata,9
Oita Trinita,Cerezo Osaka,11
Olaria,EC Bahia,9
Olbia,Cagliari,31
Oldham Athletic,Blackpool,11
Oldham Athletic,Rochdale,9
Oldham Athletic,Stockport,14
Olhanense,FC Porto,9
Olimpia,Nacional,9
Olimpo,Huracán,9
Olimpo,Independiente,10
Olimpo,San Lorenzo,10
Olomouc B,Sigma Olomouc,39
Olymp. Lyon B,Olympique Lyon,87
Olympiacos,APO Levadiakos,11
Olympiacos,APOEL Nicosia,10
Olympiacos,Aris Saloniki,14
Olympiacos,Atromitos,17
Olympiacos,Ergotelis,10
Olympiacos,Forest,17
Olympiacos,OFI Crete FC,12
Olympiacos,Panionios,15
Olympiacos,Rio Ave,9
Olympiacos B,Olympiacos,10
Olympique Lyon,OGC Nice,11
Olympique Lyon,Stade Rennais,9
Olympique Lyon,Troyes,12
Operário,Santa Clara,11
Operário-PR,Mirassol-SP,12
Orange County,OCSC Academy,11
Orduspor,Adana Demirspor,9
Orduspor,Bulancakspor,12
Orduspor,Sanliurfaspor ,9
Orlando,Orlando City B,25
Orlando Academy,Orlando City B,25
Orlando City B,Orlando,33
Orlando City B,Orlando Academy,17
Osasco-SP,Caldense,16
Osasuna B,CA Osasuna,65
Oskarshamns AIK,Kalmar FF,9
Osmanlispor FK,Bugsas Spor,15
Ottawa Fury,Montreal,9
Oviedo B,Real Oviedo,15
Oviedo Vetusta,Real Oviedo,21
P. Niepolomice,Cracovia,9
PAE Veria,Aris Saloniki,10
PAOK Salonika,Atromitos,10
PAOK Salonika,OFI Crete FC,11
PAOK Salonika,Panathinaikos,11
PAOK Salonika,Panserraikos,18
PAOK Salonika,Volos NPS,10
PAS Giannina,Olympiacos,9
PAS Giannina,PAOK Salonika,10
PAS Giannina,PS Kalamata,11
PFC Oleksandriya,Nyva Vinnytsya,16
PO Atsaleniou,OFI Crete FC,9
PS Kalamata,PAS Giannina,9
PSV Eindhoven,Chelsea,9
PSV Eindhoven,Twente FC,11
Pachuca,CD Cruz Azul,11
Pachuca,Chivas,19
Pachuca,Indios,14
Pachuca,León,29
Pachuca,Min. Zacatecas,18
Pachuca,Monarcas Morelia,14
Pachuca,Monterrey,13
Pachuca,Puebla FC,13
Pachuca,Toluca,11
Pachuca Jgd.,Tuzos Pachuca,12
Padova,Atalanta BC,11
Padova,Chievo Verona,13
Padova,Parma,13
Padova,Pescara,9
Padova,Salernitana,9
Padova,Sassuolo,9
Paganese,Parma,9
Paksi FC,BFC Siófok,21
Paksi FC,ETO FC Győr ,10
Paksi FC,MTK Budapest,14
Paksi FC,Mezőkövesd,12
Paksi FC,Nyíregyháza,16
Paksi FC,Szolnok,16
Paksi FC,Zalaegerszeg,10
Palmeiras,Atlético-MG,19
Palmeiras,Atlético-PR,10
Palmeiras,Barueri,9
Palmeiras,Bragantino,12
Palmeiras,Ceará SC,9
Palmeiras,Coritiba FC,17
Palmeiras,Cruzeiro,34
Palmeiras,Desp. Brasil,21
Palmeiras,EC Bahia,11
Palmeiras,EC Vitória,25
Palmeiras,Figueirense FC,11
Palmeiras,Flamengo,11
Palmeiras,Fortaleza,9
Palmeiras,Goiás,12
Palmeiras,Grêmio,17
Palmeiras,Guarani,10
Palmeiras,Internacional,11
Palmeiras,Ituano,9
Palmeiras,Juventude,12
Palmeiras,Náutico,15
Palmeiras,Oeste,20
Palmeiras,Ponte Preta,13
Palmeiras,Portuguesa,10
Palmeiras,RB Bragantino,9
Palmeiras,Santa Cruz-PE,9
Palmeiras,Santos,14
Palmeiras,Sport Recife,11
Palmeiras,Vasco da Gama,11
Panachaiki,Panegialios,13
Panarkadikos,Asteras Tripoli,11
Panathinaikos,APO Levadiakos,11
Panathinaikos,OFI Crete FC,18
Panathinaikos B,Panathinaikos,9
Panetolikos,AE Larisa,9
Panionios,AEK Athens,12
Panionios,GS Kallithea,9
Panionios,Olympiacos,24
Panionios,Panathinaikos,13
Panserraikos,AE Larisa,9
Panserraikos,Ap. Paralimniou,9
Panserraikos,Doxa Dramas,13
Panserraikos,PAOK Salonika,18
Paraná,Atlético-PR,10
Paraná,Avaí FC,19
Paraná,Chapecoense,9
Paraná,Coritiba FC,16
Paraná,Goiás,10
Paraná,Internacional,15
Paraná,Iraty,9
Paraná,Ituano,9
Paraná,Palmeiras,9
Paraná,São Paulo,10
Paraná,Tombense,16
Paraná B,Paraná,18
Pardubice,Mlada Boleslav,10
Paris FC B,Paris FC,24
Paris FC Yth.,PSG Youth,10
Paris SG B,Paris SG,43
Parma,AC Milan,10
Parma,AC Siena,9
Parma,AS Gubbio,24
Parma,Ascoli,15
Parma,Atalanta BC,12
Parma,Bari,12
Parma,Cesena,22
Parma,Cremonese,15
Parma,Crotone,25
Parma,FC Empoli,12
Parma,Foggia,9
Parma,Fondi,9
Parma,Frosinone,10
Parma,Genoa,10
Parma,Inter,17
Parma,Juventus,9
Parma,Latina Calcio,12
Parma,Lecce,13
Parma,ND Gorica,26
Parma,Napoli,17
Parma,Padova,15
Parma,Perugia,9
Parma,Pescara,17
Parma,Renate,12
Parma,Salernitana,13
Parma,Sampdoria,15
Parma,Sassuolo,9
Parma,Spezia Calcio,10
Parma,Torino,12
Parma,Trapani,12
Partick Thistle,Dumbarton,9
Partick Thistle,Falkirk,10
Partick Thistle,Livingston FC,10
Partick Thistle,Rangers,9
Partick Thistle,Rangers B,10
Partick Thistle,Ross County,11
Partizan,Teleoptik,23
Pat's Academy,St. Pat's,11
Patro Eisden,Sport. Hasselt,10
Patronato,Estudiantes LP,9
Pau FC B,Pau FC,9
Paulista-SP,Atlético-PR,9
Pavia,Cesena,13
Paysandu,Tombense,9
Pazarspor ,C. Rizespor,16
Paços Ferreira,Arouca,9
Paços Ferreira,Benfica,9
Paços Ferreira,SC Braga,11
Paços Ferreira,SC Covilhã,9
Paços Ferreira,Vit. Guimarães,10
Pedras Salgadas,Chaves,18
Pedras Salgadas,Vizela,10
Penafiel,Académico Viseu,11
Penapolense,Oeste,11
Pendikspor ,Eyüpspor,20
Pendikspor ,Fethiyespor,9
Pendikspor Yth,Pendikspor ,28
Perth Glory,Melb. Victory,9
Perth Glory,Newcastle,11
Perugia,Alessandria,9
Perugia,Ancona,9
Perugia,Atalanta BC,15
Perugia,Catania,18
Perugia,Cosenza,9
Perugia,Fiorentina,9
Perugia,Genoa,10
Perugia,Hellas Verona,10
Perugia,Juventus,15
Perugia,Salernitana,12
Perugia,Sambenedettese,14
Perugia,Vicenza,15
Pescara,AS Roma,17
Pescara,Atalanta BC,12
Pescara,Avellino,9
Pescara,Bari,9
Pescara,Benevento,10
Pescara,Cagliari,10
Pescara,Chievo Verona,12
Pescara,Frosinone,16
Pescara,Genoa,13
Pescara,Juventus,16
Pescara,Napoli,9
Pescara,Parma,20
Pescara,Perugia,9
Pescara,Piacenza,10
Pescara,Pineto,11
Pescara,Salernitana,9
Pescara,Sampdoria,15
Pescara,Teramo,22
Pescara,Ternana,18
Peterborough,Dag & Red FC,10
Peterborough,Northampton,10
Peterborough,Rotherham,10
Peterhead,Dundee FC,9
Petrolofisi Yth,Petrolofisi,9
Petrzalka,Slo. Bratislava,12
Philadelphia,Bethlehem Steel,41
Philadelphia,Harrisburg City,15
Phoenix Res.,Wellington,13
Phoenix Rising,FC Tucson,9
Phoenix Rising,LAFC,10
Phoenix Rising,Rising Acad.,14
Piacenza,Atalanta BC,9
Piacenza,Fiorenzuola,12
Piacenza,Pescara,10
Piacenza,Reggina,10
Piacenza,Sampdoria,9
Piast Gliwice,Legia Warszawa,9
Piotrcovia Piotrków Trybunalski,LKS Lodz,11
Piotrcovia Piotrków Trybunalski,Pogon Szczecin,11
Pisa,Fiorenzuola,12
Pistoiese,AS Roma,10
Pistoiese,Atalanta BC,11
Pistoiese,FC Empoli,12
Pistoiese,Piacenza,9
Pistoiese,Prato,12
Platense,Almirante Brown,9
Platense,CA Talleres,11
Plymouth,Blackpool,9
Plymouth,Bristol City,11
Plymouth,Torquay,14
Plymouth,Truro City FC,9
Pobla de Mafumet CF,Gimnàstic,24
Podbrezova,Banska Bystrica,10
Podbrezova,Pohronie,21
Podbrezova,Tatran Presov,9
Poggibonsi,San Donato,11
Pogon Szczecin,Widzew Lodz,11
Pohronie,Podbrezova,19
Pol. Warsaw,Lech Poznan,9
Ponferradina,RCD Mallorca,9
Ponte Preta,Atlético-MG,13
Ponte Preta,Atlético-PR,13
Ponte Preta,Botafogo-SP,11
Ponte Preta,Chapecoense,9
Ponte Preta,Corinthians,27
Ponte Preta,Coritiba FC,12
Ponte Preta,Cruzeiro,14
Ponte Preta,EC Bahia,9
Ponte Preta,EC Vitória,10
Ponte Preta,Fluminense,13
Ponte Preta,Internacional,12
Ponte Preta,Mirassol-SP,18
Ponte Preta,Náutico,9
Ponte Preta,Oeste,9
Ponte Preta,Palmeiras,13
Ponte Preta,Santos,11
Ponte Preta,São Paulo,10
Ponte Preta,Tombense,15
Ponte Preta,Vila Nova FC,9
Ponte Preta,Água Santa-SP,9
Pontedera,FC Empoli,10
Pontedera Gio,Pontedera,11
Pontevedra B,Pontevedra CF,13
Port Vale,Mansfield Town,10
Portimonense,FC Porto,20
Portimonense,Portimonense,11
Portimonense,SC Covilhã,11
Portimonense 23,Portimonense,11
Portimonense Yt,Portimonense 15,11
Portland,Portland 2,40
Portland 2,Portland,36
Portland 2,Timbers Academy,31
Portsmouth,Bournemouth,12
Portsmouth,Coventry,15
Portsmouth,Havant & Water.,10
Portsmouth,Reading,9
Portsmouth,Stoke City,11
Portsmouth,Swindon Town,11
Portsmouth,Tottenham,11
Portsmouth,West Brom,12
Portsmouth,West Ham,10
Portsmouth,Wigan,11
Portuguesa,Corinthians,10
Portuguesa,Grêmio,12
Portuguesa,Guarani,13
Portuguesa,Internacional,11
Portuguesa,Palmeiras,10
Portuguesa B,Portuguesa,22
Portuguesa-RJ,Sampaio-MA,9
Potenza,Monopoli ,11
Pr. Münster,SC Verl,10
Prato,FC Empoli,9
Prato,Inter,12
Prato,Lucchese,9
Prato Youth,Prato,12
Preston,Fleetwood,12
Preston,Oldham Athletic,9
Preston,Sheff Wed,11
Preston,Shrewsbury,9
Preston,Stoke City,9
Preston,Tranmere,9
Pribram,Slavia Prague,10
Pribram,Viktoria Plzen,14
Pribram,Vysehrad,15
Pribram B,Pribram,13
Primavera,Tombense,11
Primorac 1929,Hajduk Split,12
Pro Patria,Reggiana,13
Pro Patria Y.,Pro Patria,20
Pro Vercelli,Atalanta BC,9
Pro Vercelli,Crotone,23
Pro Vercelli,Fermana,21
Pro Vercelli,Juventus,10
Pro Vercelli Yo,Juventus Youth,11
Project 51O,Oakland Roots,37
Puebla FC,América,19
Puebla FC,Atlante,12
Puebla FC,Atlas,15
Puebla FC,CD Cruz Azul,10
Puebla FC,Chiapas FC,12
Puebla FC,Club Tijuana,13
Puebla FC,Jaguares,12
Puebla FC,León,12
Puebla FC,Monarcas Morelia,12
Puebla FC,Monterrey,9
Puebla FC,Necaxa,9
Puebla FC,Pachuca,9
Puebla FC,Santos Laguna,12
Puskás AFC,Csákvár,32
Puskás AFC,Diósgyőr,11
Puskás AFC,Videoton FC,27
Puskás AFC,Zalaegerszeg,15
Putnok,Kazincbarcika,10
Pécsi MFC,Kozármisleny ,36
Pécsi MFC,MTK Budapest,13
Pécsi MFC,Nyíregyháza,11
Pécsi MFC,Paksi FC,9
Pécsi MFC,Szentlőrinc SE,11
Pécsi MFC Yth.,K.misleny Yth.,9
QPR,Brighton,9
QPR,Bristol Rovers,9
QPR,Forest,10
QPR,Gillingham,16
QPR,MK Dons,10
QPR,Millwall,9
QPR,Newcastle,10
QPR,Portsmouth,9
QPR,Stevenage,10
QPR,Swansea,10
QPR,Swindon Town,13
QPR,Tottenham,10
QPR,Watford,9
QPR,West Brom,9
QPR,Wolves,9
QPR,Wycombe,15
Qatar SC,Al-Khor SC,10
Queen o. t. S.,Kilmarnock FC,11
Queen o. t. S.,Livingston FC,10
Querétaro FC,Celaya,15
Querétaro FC,Chiapas FC,13
Querétaro FC,Chivas,13
Querétaro FC,Club Tijuana,28
Querétaro FC,Delfines,15
Querétaro FC,Dorados Sinaloa,15
Querétaro FC,Irapuato,17
Querétaro FC,Monterrey,9
Querétaro FC,Puebla FC,12
Querétaro FC,Tiburones Rojos,9
Querétaro FC,Toluca,10
Quilmes,Argentinos Jrs.,11
Quilmes,Atl. Rafaela,9
Quilmes,Estudiantes LP,10
Quilmes,San Lorenzo,11
R Charleroi SC,AFC Tubize,12
R Charleroi SC,Club Brugge,9
R Charleroi SC,KAA Gent,11
R Charleroi SC,KRC Genk,11
R Charleroi SC,KV Kortrijk,9
R Charleroi SC,RSC Anderlecht,13
R. Strasbourg,Chelsea,9
R. Strasbourg,Marseille,9
R. Strasbourg,Troyes,10
R. Strasbourg B,R. Strasbourg,58
R. Valladolid B,Real Valladolid,22
RB Bragantino,Red Bull,11
RB Juniors,RB Salzburg,10
RB Salzburg,FC Liefering,37
RB Salzburg,New York,9
RB Salzburg,RB Leipzig,23
RB Salzburg,SV Ried,9
RBK Youth,Rosenborg,24
RC Lens B,Lens,79
RCD Espanyol B,Espanyol,63
RCD Mallorca,Atlético Madrid,12
RCD Mallorca,Málaga CF,10
RCD Mallorca B ,RCD Mallorca,43
RFC Seraing,FC Metz,23
RFC Seraing,FC Metz B,10
RGV FC Toros,Houston,37
RKC Waalwijk,AZ Alkmaar,12
RKC Waalwijk,FC Dordrecht,9
RKC Waalwijk,Feyenoord,10
RKC Waalwijk,Roda JC,10
RM Castilla,CF Fuenlabrada,11
